                        S1(1),1(1)/abs,linear                S1(1),1(1)/arg,degrees
----------------------------------------------------------------------------------------------------------------
                    11.5                      0.76425993                        254.3345
                  11.503                      0.75358754                        253.8668
                  11.506                      0.74329397                       253.40392
                  11.509                      0.73335651                       252.94527
                  11.512                      0.72375416                       252.49037
                  11.515                      0.71446737                       252.03873
                  11.518                      0.70547803                       251.58995
                  11.521                       0.6967693                       251.14366
                  11.524                       0.6883255                       250.69953
                  11.527                      0.68013204                       250.25725
                   11.53                      0.67217536                       249.81655
                  11.533                      0.66444277                        249.3772
                  11.536                      0.65692247                       248.93896
                  11.539                      0.64960341                       248.50165
                  11.542                      0.64247531                       248.06509
                  11.545                      0.63552851                       247.62912
                  11.548                      0.62875401                        247.1936
                  11.551                      0.62214335                       246.75839
                  11.554                      0.61568863                        246.3234
                  11.557                      0.60938243                        245.8885
                   11.56                      0.60321779                       245.45362
                  11.563                      0.59718816                       245.01867
                  11.566                      0.59128742                       244.58357
                  11.569                      0.58550979                       244.14827
                  11.572                      0.57984983                        243.7127
                  11.575                      0.57430244                       243.27681
                  11.578                       0.5688628                       242.84056
                  11.581                      0.56352636                        242.4039
                  11.584                      0.55828886                       241.96681
                  11.587                      0.55314624                       241.52925
                   11.59                       0.5480947                       241.09119
                  11.593                      0.54313063                       240.65261
                  11.596                      0.53825062                       240.21349
                  11.599                      0.53345146                       239.77382
                  11.602                       0.5287301                       239.33356
                  11.605                      0.52408365                       238.89273
                  11.608                      0.51950938                       238.45129
                  11.611                      0.51500469                       238.00925
                  11.614                      0.51056713                       237.56659
                  11.617                      0.50619437                       237.12331
                   11.62                       0.5018842                       236.67941
                  11.623                      0.49763451                       236.23488
                  11.626                      0.49344331                       235.78972
                  11.629                       0.4893087                       235.34392
                  11.632                      0.48522888                       234.89749
                  11.635                      0.48120212                       234.45042
                  11.638                       0.4772268                       234.00272
                  11.641                      0.47330135                       233.55439
                  11.644                      0.46942429                       233.10542
                  11.647                      0.46559421                       232.65582
                   11.65                      0.46180975                       232.20559
                  11.653                      0.45806964                       231.75473
                  11.656                      0.45437264                       231.30324
                  11.659                      0.45071758                       230.85113
                  11.662                      0.44710333                        230.3984
                  11.665                      0.44352883                       229.94504
                  11.668                      0.43999305                       229.49106
                  11.671                      0.43649502                       229.03647
                  11.674                      0.43303378                       228.58126
                  11.677                      0.42960846                       228.12543
                   11.68                      0.42621817                         227.669
                  11.683                      0.42286211                       227.21195
                  11.686                      0.41953948                       226.75429
                  11.689                      0.41624953                       226.29602
                  11.692                      0.41299151                       225.83714
                  11.695                      0.40976475                       225.37766
                  11.698                      0.40656857                       224.91757
                  11.701                      0.40340232                       224.45687
                  11.704                      0.40026538                       223.99556
                  11.707                      0.39715717                       223.53364
                   11.71                       0.3940771                       223.07112
                  11.713                      0.39102463                       222.60798
                  11.716                      0.38799924                       222.14423
                  11.719                       0.3850004                       221.67987
                  11.722                      0.38202762                        221.2149
                  11.725                      0.37908045                        220.7493
                  11.728                      0.37615841                       220.28309
                  11.731                      0.37326106                       219.81626
                  11.734                      0.37038799                        219.3488
                  11.737                      0.36753878                        218.8807
                   11.74                      0.36471304                       218.41198
                  11.743                      0.36191038                       217.94262
                  11.746                      0.35913043                       217.47262
                  11.749                      0.35637285                       217.00197
                  11.752                      0.35363727                       216.53067
                  11.755                      0.35092338                       216.05872
                  11.758                      0.34823084                        215.5861
                  11.761                      0.34555934                       215.11281
                  11.764                      0.34290858                       214.63885
                  11.767                      0.34027826                       214.16421
                   11.77                      0.33766811                       213.68889
                  11.773                      0.33507784                       213.21286
                  11.776                      0.33250719                       212.73614
                  11.779                       0.3299559                        212.2587
                  11.782                      0.32742371                       211.78055
                  11.785                      0.32491039                       211.30167
                  11.788                      0.32241569                       210.82206
                  11.791                      0.31993939                        210.3417
                  11.794                      0.31748126                       209.86058
                  11.797                      0.31504108                       209.37871
                    11.8                      0.31261865                       208.89606
                  11.803                      0.31021375                       208.41263
                  11.806                      0.30782619                        207.9284
                  11.809                      0.30545577                       207.44337
                  11.812                       0.3031023                       206.95753
                  11.815                       0.3007656                       206.47085
                  11.818                      0.29844548                       205.98334
                  11.821                      0.29614178                       205.49498
                  11.824                      0.29385432                       205.00575
                  11.827                      0.29158294                       204.51565
                   11.83                      0.28932747                       204.02466
                  11.833                      0.28708776                       203.53277
                  11.836                      0.28486365                       203.03996
                  11.839                      0.28265499                       202.54622
                  11.842                      0.28046163                       202.05155
                  11.845                      0.27828344                       201.55591
                  11.848                      0.27612027                        201.0593
                  11.851                      0.27397199                        200.5617
                  11.854                      0.27183845                        200.0631
                  11.857                      0.26971955                       199.56349
                   11.86                      0.26761513                       199.06284
                  11.863                      0.26552509                       198.56114
                  11.866                       0.2634493                       198.05837
                  11.869                      0.26138764                       197.55452
                  11.872                         0.25934                       197.04957
                  11.875                      0.25730626                        196.5435
                  11.878                      0.25528631                        196.0363
                  11.881                      0.25328005                       195.52794
                  11.884                      0.25128736                       195.01841
                  11.887                      0.24930815                       194.50769
                   11.89                      0.24734232                       193.99577
                  11.893                      0.24538976                       193.48261
                  11.896                      0.24345038                       192.96821
                  11.899                      0.24152408                       192.45253
                  11.902                      0.23961077                       191.93557
                  11.905                      0.23771037                       191.41731
                  11.908                      0.23582277                       190.89771
                  11.911                       0.2339479                       190.37676
                  11.914                      0.23208568                       189.85444
                  11.917                      0.23023601                       189.33073
                   11.92                      0.22839882                        188.8056
                  11.923                      0.22657402                       188.27903
                  11.926                      0.22476155                         187.751
                  11.929                      0.22296132                       187.22149
                  11.932                      0.22117327                       186.69047
                  11.935                      0.21939731                       186.15792
                  11.938                      0.21763337                       185.62381
                  11.941                       0.2158814                       185.08813
                  11.944                      0.21414132                       184.55084
                  11.947                      0.21241306                       184.01192
                   11.95                      0.21069656                       183.47134
